Regulating prices in NOK/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 24-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
,Hours,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down
15-06-2021,15 - 16,"484,48","400,00","524,31","523,90","241,48","40,00","225,55","40,00","484,48","400,00",,,,,,,,,,,,,,
15-06-2021,16 - 17,"489,02","400,00","524,31","521,89","244,91","10,08","224,44","10,08","489,02","400,00",,,,,,,,,,,,,,
15-06-2021,17 - 18,"494,86","383,15","539,53","534,38","241,58","10,08","224,54","10,08","494,86","383,15",,,,,,,,,,,,,,
15-06-2021,18 - 19,"484,68","383,14","547,60","534,38","259,93","10,08","225,15","10,08","484,68","383,14",,,,,,,,,,,,,,
15-06-2021,19 - 20,"483,57","483,57","547,90","547,90","262,46","262,46","225,05","225,05","483,57","483,57",,,,,,,,,,,,,,
15-06-2021,20 - 21,"504,85","504,85","600,00","548,91","265,08","265,08","221,92","221,92","504,85","504,85",,,,,,,,,,,,,,
15-06-2021,21 - 22,"486,70","486,70","600,00","549,31","286,05","286,05","222,02","222,02","486,70","486,70",,,,,,,,,,,,,,
15-06-2021,22 - 23,"472,78","472,78","600,00","548,50","303,49","303,49","222,83","222,83","472,78","472,78",,,,,,,,,,,,,,
15-06-2021,23 - 00,"464,41","464,41","600,00","548,30","310,45","310,45","224,44","224,44","464,41","464,41",,,,,,,,,,,,,,
16-06-2021,00 - 01,"415,61","415,61","600,00","543,97","331,93","322,35","224,85","224,85","415,61","415,61",,,,,,,,,,,,,,
16-06-2021,01 - 02,"408,56","408,56","570,00","544,07","362,98","322,35","262,15","224,54","408,56","408,56",,,,,,,,,,,,,,
16-06-2021,02 - 03,"404,93","404,93","570,00","543,06","331,62","322,75","262,15","224,34","404,93","404,93",,,,,,,,,,,,,,
16-06-2021,03 - 04,"398,98","398,98","570,00","542,25","362,98","320,13","262,15","224,24","398,98","398,98",,,,,,,,,,,,,,
16-06-2021,04 - 05,"397,56","397,56","540,74","540,74","362,98","318,82","262,15","223,84","397,56","397,56",,,,,,,,,,,,,,
16-06-2021,05 - 06,"423,48","410,07","534,69","534,69","423,48","317,71","262,15","224,04","423,48","410,07",,,,,,,,,,,,,,
16-06-2021,06 - 07,"435,38","435,38","520,57","520,57","422,87","333,94","262,15","224,54","435,38","435,38",,,,,,,,,,,,,,
16-06-2021,07 - 08,"481,66","481,66","514,83","514,83","342,51","342,51","225,35","225,35","481,66","481,66",,,,,,,,,,,,,,
16-06-2021,08 - 09,"501,92","501,92","520,57","520,57","349,87","272,24","225,25","225,25","501,92","501,92",,,,,,,,,,,,,,
16-06-2021,09 - 10,"500,41","500,41","520,68","520,68","349,37","221,82","225,15","221,82","500,41","500,41",,,,,,,,,,,,,,
16-06-2021,10 - 11,"520,47","520,47","520,47","520,47","333,64","211,74","225,05","211,74","520,47","520,47",,,,,,,,,,,,,,
16-06-2021,11 - 12,"515,84","515,84","515,84","515,84","335,96","211,74","224,85","211,74","515,84","515,84",,,,,,,,,,,,,,
16-06-2021,12 - 13,"513,11","483,97","513,11","513,11","336,87","201,66","224,75","201,66","513,11","483,97",,,,,,,,,,,,,,
16-06-2021,13 - 14,"505,05","370,00","505,05","505,05","336,87","201,66","224,75","201,66","505,05","370,00",,,,,,,,,,,,,,
16-06-2021,14 - 15,"503,03","370,00","503,03","503,03","336,77","201,66","224,54","201,66","503,03","370,00",,,,,,,,,,,,,,
16-06-2021,15 - 16,"487,60","370,00","487,60","487,60","334,85","201,66","224,54","201,66","487,60","370,00",,,,,,,,,,,,,,
16-06-2021,16 - 17,"470,67","400,00","470,67","470,67","339,19","339,19","224,44","224,44","470,67","400,00",,,,,,,,,,,,,,
16-06-2021,17 - 18,"472,98","380,00","475,81","475,81","336,36","336,36","224,44","224,44","472,98","380,00",,,,,,,,,,,,,,
16-06-2021,18 - 19,"469,46","380,00","500,81","500,81","318,52","318,52","224,04","224,04","469,46","380,00",,,,,,,,,,,,,,
16-06-2021,19 - 20,"462,90","462,90","505,55","505,55","322,45","322,45","252,07","224,24","462,90","462,90",,,,,,,,,,,,,,
16-06-2021,20 - 21,"564,64","473,59","564,64","505,75","340,50","298,35","340,50","224,34","564,64","473,59",,,,,,,,,,,,,,
16-06-2021,21 - 22,"514,22","463,20","514,22","502,73","297,85","297,85","252,07","224,34","514,22","463,20",,,,,,,,,,,,,,
16-06-2021,22 - 23,"434,47","434,47","499,91","499,91","297,75","297,75","224,44","224,44","434,47","434,47",,,,,,,,,,,,,,
16-06-2021,23 - 00,"418,34","418,34","473,59","473,59","296,43","296,43","224,44","224,44","418,34","418,34",,,,,,,,,,,,,,
17-06-2021,00 - 01,"400,07","400,07","489,90","489,90","282,00","282,00","217,17","217,17","400,07","400,07",,,,,,,,,,,,,,
17-06-2021,01 - 02,"393,31","393,31","489,90","489,90","282,81","282,81","216,77","216,77","393,31","393,31",,,,,,,,,,,,,,
17-06-2021,02 - 03,"386,56","386,56","490,20","490,20","281,80","281,80","215,56","215,56","386,56","386,56",,,,,,,,,,,,,,
17-06-2021,03 - 04,"383,33","383,33","496,86","496,86","278,98","278,98","214,35","214,35","383,33","383,33",,,,,,,,,,,,,,
17-06-2021,04 - 05,"381,72","322,63","494,34","322,63","284,42","284,42","213,44","213,44","381,72","322,63",,,,,,,,,,,,,,
17-06-2021,05 - 06,"386,66","322,63","490,00","322,63","289,46","289,46","213,54","213,54","386,66","322,63",,,,,,,,,,,,,,
17-06-2021,06 - 07,"408,94","362,96","496,55","362,96","298,03","298,03","217,07","217,07","408,94","362,96",,,,,,,,,,,,,,
17-06-2021,07 - 08,"460,36","443,62","510,87","443,62","301,56","231,89","218,69","218,69","460,36","443,62",,,,,,,,,,,,,,
17-06-2021,08 - 09,"574,69","520,55","574,69","520,55","305,49","231,89","219,39","219,39","574,69","520,55",,,,,,,,,,,,,,
17-06-2021,09 - 10,"584,77","521,05","584,77","521,05","301,96","181,48","220,50","181,48","584,77","521,05",,,,,,,,,,,,,,
17-06-2021,10 - 11,"594,86","518,43","594,86","520,45","301,06","181,48","220,30","181,48","594,86","518,43",,,,,,,,,,,,,,
17-06-2021,11 - 12,"594,86","507,74","594,86","518,53","300,65","181,48","220,40","181,48","594,86","507,74",,,,,,,,,,,,,,
17-06-2021,12 - 13,"564,61","499,07","564,61","516,82","301,56","181,48","220,20","181,48","564,61","499,07",,,,,,,,,,,,,,
17-06-2021,13 - 14,"540,00","473,77","550,00","509,96","301,26","181,48","220,40","181,48","540,00","473,77",,,,,,,,,,,,,,
17-06-2021,14 - 15,"460,46","460,46","505,22","505,22","301,36","213,74","220,40","213,74","460,46","460,46",,,,,,,,,,,,,,
17-06-2021,15 - 16,"449,57","449,57","493,63","493,63","300,65","262,14","220,60","220,60","449,57","449,57",,,,,,,,,,,,,,
17-06-2021,16 - 17,"429,20","429,20","493,23","493,23","299,75","211,73","220,90","211,73","429,20","429,20",,,,,,,,,,,,,,
17-06-2021,17 - 18,"514,20","417,61","506,84","506,84","299,55","299,55","220,60","220,60","514,20","417,61",,,,,,,,,,,,,,
17-06-2021,18 - 19,"554,53","406,32","554,53","509,66","298,44","298,44","220,70","220,70","554,53","406,32",,,,,,,,,,,,,,
17-06-2021,19 - 20,"544,44","397,55","620,00","508,55","300,35","300,35","220,70","220,70","544,44","397,55",,,,,,,,,,,,,,
17-06-2021,20 - 21,"545,00","413,78","610,00","508,85","290,37","290,37","220,90","220,90","545,00","413,78",,,,,,,,,,,,,,
17-06-2021,21 - 22,"545,00","407,93","620,00","513,89","286,64","286,64","220,30","220,30","545,00","407,93",,,,,,,,,,,,,,
17-06-2021,22 - 23,"504,12","403,49","610,00","513,79","286,03","286,03","220,10","220,10","504,12","403,49",,,,,,,,,,,,,,
17-06-2021,23 - 00,"399,66","399,66","610,00","513,69","282,51","282,51","217,48","217,48","399,66","399,66",,,,,,,,,,,,,,
18-06-2021,00 - 01,"400,68","216,08","627,49","523,35","277,31","216,08","219,52","216,08","400,68","216,08",,,,,,,,,,,,,,
18-06-2021,01 - 02,"385,40","151,81","523,25","523,25","275,79","151,81","218,91","151,81","385,40","151,81",,,,,,,,,,,,,,
18-06-2021,02 - 03,"377,71","151,81","522,13","522,13","274,58","151,81","218,51","151,81","377,71","151,81",,,,,,,,,,,,,,
18-06-2021,03 - 04,"374,57","172,05","556,64","521,02","273,67","172,05","218,20","172,05","374,57","172,05",,,,,,,,,,,,,,
18-06-2021,04 - 05,"369,00","172,05","560,00","520,21","265,47","172,05","216,69","172,05","369,00","172,05",,,,,,,,,,,,,,
18-06-2021,05 - 06,"374,06","141,69","560,00","518,99","273,26","141,69","212,13","141,69","374,06","141,69",,,,,,,,,,,,,,
18-06-2021,06 - 07,"407,87","172,05","519,60","519,60","277,21","172,05","219,52","172,05","407,87","172,05",,,,,,,,,,,,,,
18-06-2021,07 - 08,"428,41","212,54","520,41","520,41","290,97","212,54","220,94","212,54","428,41","212,54",,,,,,,,,,,,,,
18-06-2021,08 - 09,"446,02","446,02","522,03","522,03","333,99","292,29","333,99","221,54","446,02","446,02",,,,,,,,,,,,,,
18-06-2021,09 - 10,"448,45","448,45","522,13","522,13","333,99","289,45","333,99","221,95","448,45","448,45",,,,,,,,,,,,,,
18-06-2021,10 - 11,"446,43","446,43","521,73","521,73","333,99","284,70","333,99","222,05","446,43","446,43",,,,,,,,,,,,,,
18-06-2021,11 - 12,"441,98","441,98","521,32","521,32","282,17","282,17","221,95","221,95","441,98","441,98",,,,,,,,,,,,,,
18-06-2021,12 - 13,"433,88","433,88","520,72","520,72","281,97","281,97","221,85","221,85","433,88","433,88",,,,,,,,,,,,,,
18-06-2021,13 - 14,"430,74","430,74","518,69","518,69","278,32","278,32","221,65","221,65","430,74","430,74",,,,,,,,,,,,,,
18-06-2021,14 - 15,"427,81","427,81","517,78","455,44","271,44","271,44","221,34","221,34","427,81","427,81",,,,,,,,,,,,,,
18-06-2021,15 - 16,"427,10","409,89","515,76","409,89","243,00","80,97","220,73","80,97","427,10","409,89",,,,,,,,,,,,,,
18-06-2021,16 - 17,"426,90","409,89","514,34","409,89","224,78","80,97","220,94","80,97","426,90","409,89",,,,,,,,,,,,,,
18-06-2021,17 - 18,"455,44","426,79","516,16","465,56","220,13","45,54","220,13","45,54","455,44","426,79",,,,,,,,,,,,,,
18-06-2021,18 - 19,"465,56","428,62","515,76","515,76","220,33","-10,12","220,23","-10,12","465,56","428,62",,,,,,,,,,,,,,
18-06-2021,19 - 20,"510,00","430,54","516,06","516,06","230,86","-10,12","219,82","-10,12","510,00","430,54",,,,,,,,,,,,,,
18-06-2021,20 - 21,"510,00","431,25","515,96","515,96","243,00","45,54","215,07","45,54","510,00","431,25",,,,,,,,,,,,,,
18-06-2021,21 - 22,"510,00","428,82","515,25","515,25","252,41","70,00","218,91","70,00","510,00","428,82",,,,,,,,,,,,,,
18-06-2021,22 - 23,"475,00","416,27","514,34","514,34","268,91","70,00","218,81","70,00","475,00","416,27",,,,,,,,,,,,,,
18-06-2021,23 - 00,"475,00","407,06","515,25","515,25","274,78","192,30","218,10","192,30","475,00","407,06",,,,,,,,,,,,,,
19-06-2021,00 - 01,"470,00","407,89","542,90","542,90","279,51","21,41","214,25","21,41","470,00","407,89",,,,,,,,,,,,,,
19-06-2021,01 - 02,"470,00","387,80","543,41","543,41","278,90","0,00","200,48","0,00","470,00","387,80",,,,,,,,,,,,,,
19-06-2021,02 - 03,"470,00","378,63","543,82","543,82","278,08","-30,59","191,81","-30,59","470,00","378,63",,,,,,,,,,,,,,
19-06-2021,03 - 04,"470,00","376,38","543,72","543,72","276,86","-30,59","192,93","-30,59","470,00","376,38",,,,,,,,,,,,,,
19-06-2021,04 - 05,"470,00","358,23","543,52","543,52","275,43","-30,59","193,75","-30,59","470,00","358,23",,,,,,,,,,,,,,
19-06-2021,05 - 06,"470,00","358,23","543,41","543,41","273,29","-30,59","208,84","-30,59","470,00","358,23",,,,,,,,,,,,,,
19-06-2021,06 - 07,"469,08","376,69","543,72","543,72","270,53","-30,00","210,88","-30,00","469,08","376,69",,,,,,,,,,,,,,
19-06-2021,07 - 08,"469,08","387,60","544,23","544,23","275,53","0,00","205,48","0,00","469,08","387,60",,,,,,,,,,,,,,
19-06-2021,08 - 09,"469,08","405,34","545,86","545,86","273,08","10,00","209,55","10,00","469,08","405,34",,,,,,,,,,,,,,
19-06-2021,09 - 10,"469,08","417,78","545,96","545,96","275,84","275,84","212,72","212,72","469,08","417,78",,,,,,,,,,,,,,
19-06-2021,10 - 11,"540,46","444,40","546,07","546,07","275,53","275,53","213,74","213,74","540,46","444,40",,,,,,,,,,,,,,
19-06-2021,11 - 12,"540,46","439,71","542,70","542,70","274,61","274,61","212,51","212,51","540,46","439,71",,,,,,,,,,,,,,
19-06-2021,12 - 13,"540,46","424,51","540,46","520,78","270,23","270,23","212,21","212,21","540,46","424,51",,,,,,,,,,,,,,
19-06-2021,13 - 14,"540,46","423,09","540,46","498,04","336,51","266,15","336,51","212,92","540,46","423,09",,,,,,,,,,,,,,
19-06-2021,14 - 15,"540,46","418,19","540,46","523,53","294,50","264,62","294,50","210,98","540,46","418,19",,,,,,,,,,,,,,
19-06-2021,15 - 16,"489,47","414,62","542,90","542,90","367,00","266,97","367,00","213,43","489,47","414,62",,,,,,,,,,,,,,
19-06-2021,16 - 17,"489,47","414,01","543,92","543,92","367,10","269,92","367,10","215,27","489,47","414,01",,,,,,,,,,,,,,
19-06-2021,17 - 18,"489,47","415,34","545,05","545,05","367,10","274,82","367,10","216,18","489,47","415,34",,,,,,,,,,,,,,
19-06-2021,18 - 19,"489,47","415,95","546,27","546,27","367,10","275,53","367,10","217,10","489,47","415,95",,,,,,,,,,,,,,
19-06-2021,19 - 20,"470,00","415,03","545,96","545,96","367,10","275,63","367,10","217,71","470,00","415,03",,,,,,,,,,,,,,
19-06-2021,20 - 21,"489,47","411,46","545,76","545,76","367,10","275,02","367,10","218,02","489,47","411,46",,,,,,,,,,,,,,
19-06-2021,21 - 22,"489,47","408,61","545,15","545,15","356,91","275,43","356,91","217,71","489,47","408,61",,,,,,,,,,,,,,
19-06-2021,22 - 23,"489,47","408,30","545,35","545,35","356,91","273,08","356,91","217,71","489,47","408,30",,,,,,,,,,,,,,
19-06-2021,23 - 00,"489,47","408,40","545,76","545,76","356,91","270,23","356,91","217,61","489,47","408,40",,,,,,,,,,,,,,
20-06-2021,00 - 01,"490,00","411,57","555,18","555,18","406,53","282,06","350,00","214,99","490,00","411,57",,,,,,,,,,,,,,
20-06-2021,01 - 02,"490,00","393,06","554,66","554,66","411,47","277,54","380,61","214,38","490,00","393,06",,,,,,,,,,,,,,
20-06-2021,02 - 03,"423,92","390,90","554,87","554,87","423,92","275,17","423,92","213,55","423,92","390,90",,,,,,,,,,,,,,
20-06-2021,03 - 04,"423,71","385,76","555,28","555,28","423,71","273,22","423,71","213,04","423,71","385,76",,,,,,,,,,,,,,
20-06-2021,04 - 05,"379,27","379,27","546,95","546,95","325,00","272,91","325,00","212,94","379,27","379,27",,,,,,,,,,,,,,
20-06-2021,05 - 06,"374,75","374,75","532,14","532,14","274,86","274,86","213,04","213,04","374,75","374,75",,,,,,,,,,,,,,
20-06-2021,06 - 07,"391,10","391,10","510,12","510,12","273,01","273,01","214,07","214,07","391,10","391,10",,,,,,,,,,,,,,
20-06-2021,07 - 08,"395,53","395,53","526,48","493,77","278,46","206,76","215,61","206,76","395,53","395,53",,,,,,,,,,,,,,
20-06-2021,08 - 09,"403,76","403,76","547,67","493,77","282,27","216,02","216,43","216,02","403,76","403,76",,,,,,,,,,,,,,
20-06-2021,09 - 10,"483,48","419,29","545,20","545,20","292,35","216,02","217,05","216,02","483,48","419,29",,,,,,,,,,,,,,
20-06-2021,10 - 11,"545,20","426,39","545,20","505,60","296,36","296,36","217,26","217,26","545,20","426,39",,,,,,,,,,,,,,
20-06-2021,11 - 12,"545,20","431,63","545,20","470,83","291,32","291,32","217,46","217,46","545,20","431,63",,,,,,,,,,,,,,
20-06-2021,12 - 13,"545,20","421,24","617,21","421,24","285,97","285,97","217,26","217,26","545,20","421,24",,,,,,,,,,,,,,
20-06-2021,13 - 14,"545,20","289,06","545,20","289,06","282,17","282,17","217,15","217,15","545,20","289,06",,,,,,,,,,,,,,
20-06-2021,14 - 15,"514,34","257,48","514,34","257,48","262,21","262,21","216,95","216,95","514,34","257,48",,,,,,,,,,,,,,
20-06-2021,15 - 16,"514,34","372,69","514,34","372,69","277,85","277,85","216,95","216,95","514,34","372,69",,,,,,,,,,,,,,
20-06-2021,16 - 17,"514,34","431,02","514,34","482,25","281,14","281,14","218,08","218,08","514,34","431,02",,,,,,,,,,,,,,
20-06-2021,17 - 18,"430,81","430,81","544,58","462,91","281,96","205,74","218,29","205,74","430,81","430,81",,,,,,,,,,,,,,
20-06-2021,18 - 19,"436,67","436,67","552,40","493,77","279,08","205,74","219,21","205,74","436,67","436,67",,,,,,,,,,,,,,
20-06-2021,19 - 20,"430,61","430,61","552,20","493,77","274,66","205,74","219,31","205,74","430,61","430,61",,,,,,,,,,,,,,
20-06-2021,20 - 21,"427,62","427,62","552,92","493,77","266,63","205,74","219,42","205,74","427,62","427,62",,,,,,,,,,,,,,
20-06-2021,21 - 22,"421,96","421,96","552,50","504,05","262,31","262,31","219,21","219,21","421,96","421,96",,,,,,,,,,,,,,
20-06-2021,22 - 23,"416,62","416,62","552,40","504,05","288,03","256,35","288,03","218,90","416,62","416,62",,,,,,,,,,,,,,
20-06-2021,23 - 00,"418,78","418,78","552,20","483,48","254,50","254,50","218,29","218,29","418,78","418,78",,,,,,,,,,,,,,
21-06-2021,00 - 01,"480,00","402,21","547,77","547,77","259,02","259,02","197,30","197,30","480,00","402,21",,,,,,,,,,,,,,
21-06-2021,01 - 02,"480,00","395,53","547,15","547,15","259,12","259,12","157,49","157,49","480,00","395,53",,,,,,,,,,,,,,
21-06-2021,02 - 03,"480,00","388,74","547,67","547,67","265,09","265,09","109,76","109,76","480,00","388,74",,,,,,,,,,,,,,
21-06-2021,03 - 04,"480,00","385,76","547,77","547,77","269,00","269,00","40,63","40,63","480,00","385,76",,,,,,,,,,,,,,
21-06-2021,04 - 05,"480,00","387,20","547,46","547,46","271,78","271,78","37,34","37,34","480,00","387,20",,,,,,,,,,,,,,
21-06-2021,05 - 06,"395,63","395,63","548,08","548,08","271,16","271,16","171,38","171,38","395,63","395,63",,,,,,,,,,,,,,
21-06-2021,06 - 07,"415,59","415,59","546,74","546,74","370,63","273,94","217,57","217,57","415,59","415,59",,,,,,,,,,,,,,
21-06-2021,07 - 08,"472,78","421,04","549,42","549,42","472,78","277,43","220,14","220,14","472,78","421,04",,,,,,,,,,,,,,
21-06-2021,08 - 09,"545,20","444,29","548,70","548,70","545,20","276,82","218,18","218,18","545,20","444,29",,,,,,,,,,,,,,
21-06-2021,09 - 10,"510,00","449,33","546,13","546,13","462,91","275,07","218,08","218,08","510,00","449,33",,,,,,,,,,,,,,
21-06-2021,10 - 11,"452,31","452,31","546,13","546,13","442,33","269,93","217,98","217,98","452,31","452,31",,,,,,,,,,,,,,
21-06-2021,11 - 12,"458,07","458,07","545,61","545,61","370,02","267,77","218,18","218,18","458,07","458,07",,,,,,,,,,,,,,
21-06-2021,12 - 13,"460,13","460,13","545,41","545,41","265,19","265,19","218,18","218,18","460,13","460,13",,,,,,,,,,,,,,
21-06-2021,13 - 14,"460,23","460,23","546,02","546,02","392,03","268,79","218,39","218,39","460,23","460,23",,,,,,,,,,,,,,
21-06-2021,14 - 15,"601,78","461,88","601,78","546,85","601,78","272,19","218,49","192,88","601,78","461,88",,,,,,,,,,,,,,
21-06-2021,15 - 16,"596,63","458,69","596,63","546,13","596,63","275,27","219,11","190,31","596,63","458,69",,,,,,,,,,,,,,
21-06-2021,16 - 17,"555,49","460,64","555,49","545,92","555,49","276,71","220,45","220,45","555,49","460,64",,,,,,,,,,,,,,
21-06-2021,17 - 18,"627,49","462,49","627,49","546,95","627,49","279,49","220,86","220,86","627,49","462,49",,,,,,,,,,,,,,
21-06-2021,18 - 19,"620,00","459,41","620,00","546,02","282,27","205,74","220,86","205,74","620,00","459,41",,,,,,,,,,,,,,
21-06-2021,19 - 20,"555,49","448,81","555,49","545,82","282,89","205,74","220,96","205,74","555,49","448,81",,,,,,,,,,,,,,
21-06-2021,20 - 21,"555,49","449,84","555,49","545,71","290,19","290,19","220,55","220,55","555,49","449,84",,,,,,,,,,,,,,
21-06-2021,21 - 22,"545,20","433,90","545,61","545,61","291,32","291,32","220,34","220,34","545,20","433,90",,,,,,,,,,,,,,
21-06-2021,22 - 23,"545,20","426,08","545,20","540,67","291,22","291,22","219,73","219,73","545,20","426,08",,,,,,,,,,,,,,
21-06-2021,23 - 00,"545,20","419,08","545,20","538,41","282,68","282,68","219,11","219,11","545,20","419,08",,,,,,,,,,,,,,
22-06-2021,00 - 01,"555,49","443,88","555,59","555,59","270,85","270,85","223,74","223,74","555,49","443,88",,,,,,,,,,,,,,
22-06-2021,01 - 02,"535,00","432,66","557,44","557,44","288,03","266,94","288,03","223,22","535,00","432,66",,,,,,,,,,,,,,
22-06-2021,02 - 03,"473,19","430,30","556,72","556,72","265,81","195,45","222,81","195,45","473,19","430,30",,,,,,,,,,,,,,
22-06-2021,03 - 04,"473,19","425,26","556,82","556,82","260,77","195,45","222,61","195,45","473,19","425,26",,,,,,,,,,,,,,
22-06-2021,04 - 05,"473,19","422,99","554,36","554,36","264,58","264,58","222,61","222,61","473,19","422,99",,,,,,,,,,,,,,
22-06-2021,05 - 06,"473,19","419,91","555,08","555,08","267,25","267,25","222,91","222,91","473,19","419,91",,,,,,,,,,,,,,
22-06-2021,06 - 07,"473,19","436,47","554,87","554,87","287,72","226,31","223,84","223,84","473,19","436,47",,,,,,,,,,,,,,
22-06-2021,07 - 08,"458,69","458,69","555,38","555,38","308,50","257,17","224,36","224,36","458,69","458,69",,,,,,,,,,,,,,
22-06-2021,08 - 09,"469,49","469,49","560,94","560,94","323,52","236,60","224,97","224,97","469,49","469,49",,,,,,,,,,,,,,
22-06-2021,09 - 10,"530,00","469,90","562,28","562,28","336,07","205,74","224,87","168,19","530,00","469,90",,,,,,,,,,,,,,
22-06-2021,10 - 11,"545,20","468,36","562,79","562,79","360,04","205,74","224,77","164,59","545,20","468,36",,,,,,,,,,,,,,
22-06-2021,11 - 12,"515,00","467,64","564,75","564,75","359,32","205,74","224,46","150,00","515,00","467,64",,,,,,,,,,,,,,
22-06-2021,12 - 13,"535,00","466,30","575,13","575,13","359,11","205,74","225,69","150,00","535,00","466,30",,,,,,,,,,,,,,
22-06-2021,13 - 14,"535,00","465,89","583,88","583,88","348,52","205,74","225,38","144,02","535,00","465,89",,,,,,,,,,,,,,
